code,description_short,description_long,is_billable,status,valid_from
M134,Performed by a facility/supplier in which the provider has a financial interest,Performed by a facility/supplier in which the provider has a financial interest.,,active,1997-01-01T00:00:00Z
M135,Missing/incomplete/invalid plan of treatment,Missing/incomplete/invalid plan of treatment.,,active,1997-01-01T00:00:00Z
M136,Missing/incomplete/invalid indication that the service was supervised or evaluated by a physician,Missing/incomplete/invalid indication that the service was supervised or evaluated by a physician.,,active,1997-01-01T00:00:00Z
M137,Part B coinsurance under a demonstration project or pilot program,Part B coinsurance under a demonstration project or pilot program.,,active,1997-01-01T00:00:00Z
M138,Patient identified as a demonstration participant but the patient was not enroll,Patient identified as a demonstration participant but the patient was not enrolled in the demonstration at the time services were rendered.  Coverage is limited to demonstration participants.,,active,1997-01-01T00:00:00Z
M139,Denied services exceed the coverage limit for the demonstration,Denied services exceed the coverage limit for the demonstration.,,active,1997-01-01T00:00:00Z
M14,"No separate payment for an injection administered during an office visit, and no","No separate payment for an injection administered during an office visit, and no payment for a full office visit if the patient only received an injection.",,active,1997-01-01T00:00:00Z
M140,"Service not covered until after the patient's 50th birthday, i","Service not covered until after the patient's 50th birthday, i.e., no coverage prior to the day after the 50th birthday",,active,1997-01-01T00:00:00Z
M141,Missing physician certified plan of care,Missing physician certified plan of care.,,active,1997-01-01T00:00:00Z
M142,Missing American Diabetes Association Certificate of Recognition,Missing American Diabetes Association Certificate of Recognition.,,active,1997-01-01T00:00:00Z
M143,The provider must update license information with the payer,The provider must update license information with the payer.,,active,1997-01-01T00:00:00Z
M144,Pre-/post-operative care payment is included in the allowance for the surgery/procedure,Pre-/post-operative care payment is included in the allowance for the surgery/procedure.,,active,1997-01-01T00:00:00Z
M15,Separately billed services/tests have been bundled as they are considered components of the same procedure,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,,active,1997-01-01T00:00:00Z
M16,"Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision","Alert: Please see our web site, mailings, or bulletins for more details concerning this policy/procedure/decision.",,active,1997-01-01T00:00:00Z
M17,"Alert: Payment approved as you did not know, and could not reasonably have been","Alert: Payment approved as you did not know, and could not reasonably have been expected to know, that this would not normally have been covered for this patient.  In the future, you will be liable for charges for the same service(s) under the same or similar conditions.",,active,1997-01-01T00:00:00Z
M18,Certain services may be approved for home use,Certain services may be approved for home use.  Neither a hospital nor a Skilled Nursing Facility (SNF) is considered to be a patient's home.,,active,1997-01-01T00:00:00Z
M19,Missing oxygen certification/re-certification,Missing oxygen certification/re-certification.,,active,1997-01-01T00:00:00Z
M2,Not paid separately when the patient is an inpatient,Not paid separately when the patient is an inpatient.,,active,1997-01-01T00:00:00Z
M20,Missing/incomplete/invalid HCPCS,Missing/incomplete/invalid HCPCS.,,active,1997-01-01T00:00:00Z
M21,Missing/incomplete/invalid place of residence for this service/item provided in a home,Missing/incomplete/invalid place of residence for this service/item provided in a home.,,active,1997-01-01T00:00:00Z
M22,Missing/incomplete/invalid number of miles traveled,Missing/incomplete/invalid number of miles traveled.,,active,1997-01-01T00:00:00Z
M23,Missing invoice,Missing invoice.,,active,1997-01-01T00:00:00Z
M24,Missing/incomplete/invalid number of doses per vial,Missing/incomplete/invalid number of doses per vial.,,active,1997-01-01T00:00:00Z
M25,The information furnished does not substantiate the need for this level of service,"The information furnished does not substantiate the need for this level of service. If you believe the service should have been fully covered as billed, or if you did not know and could not reasonably have been expected to know that we would not pay for this level of service, or if you notified the patient in writing in advance that we would not pay for this level of service and he/she agreed in writing to pay, ask us to review your claim within 120 days of the date of this notice.  If you do not request an appeal, we will, upon application from the patient, reimburse him/her for the amount you have collected from him/her in excess of any deductible and coinsurance amounts. We will recover the reimbursement from you as an overpayment.",,active,1997-01-01T00:00:00Z
M26,The information furnished does not substantiate the need for this level of service,"The information furnished does not substantiate the need for this level of service. If you have collected any amount from the patient for this level of service/any amount that exceeds the limiting charge for the less extensive service, the law requires you to refund that amount to the patient within 30 days of receiving this notice. The requirements for refund are in 1824(I) of the Social Security Act and 42CFR411.408. The section specifies that physicians who knowingly and willfully fail to make appropriate refunds may be subject to civil monetary penalties and/or exclusion from the program. If you have any questions about this notice, please contact this office.",,active,1997-01-01T00:00:00Z
M27,Alert: The patient has been relieved of liability of payment of these items and,"Alert: The patient has been relieved of liability of payment of these items and services under the limitation of liability provision of the law. The provider is ultimately liable for the patient's waived charges, including any charges for coinsurance, since the items or services were not reasonable and necessary or constituted custodial care, and you knew or could reasonably have been expected to know, that they were not covered. You may appeal this determination. You may ask for an appeal regarding both the coverage determination and the issue of whether you exercised due care. The appeal request must be filed within 120 days of the date you receive this notice. You must make the request through this office.",,active,1997-01-01T00:00:00Z
M28,This does not qualify for payment under Part B when Part A coverage is exhausted or not otherwise available,This does not qualify for payment under Part B when Part A coverage is exhausted or not otherwise available.,,active,1997-01-01T00:00:00Z
M29,Missing operative note/report,Missing operative note/report.,,active,1997-01-01T00:00:00Z
M3,Equipment is the same or similar to equipment already being used,Equipment is the same or similar to equipment already being used.,,active,1997-01-01T00:00:00Z
M30,Missing pathology report,Missing pathology report.,,active,1997-01-01T00:00:00Z
M31,Missing radiology report,Missing radiology report.,,active,1997-01-01T00:00:00Z
M32,Alert: This is a conditional payment made pending a decision on this service by the patient's primary payer,Alert: This is a conditional payment made pending a decision on this service by the patient's primary payer. This payment may be subject to refund upon your receipt of any additional payment for this service from another payer. You must contact this office immediately upon receipt of an additional payment for this service.,,active,1997-01-01T00:00:00Z
M33,Missing/incomplete/invalid UPIN for the ordering/referring/performing provider,Missing/incomplete/invalid UPIN for the ordering/referring/performing provider.,,active,1997-01-01T00:00:00Z
M34,Claim lacks the CLIA certification number,Claim lacks the CLIA certification number.,,active,1997-01-01T00:00:00Z
M35,Missing/incomplete/invalid pre-operative photos or visual field results,Missing/incomplete/invalid pre-operative photos or visual field results.,,active,1997-01-01T00:00:00Z
M36,This is the 11th rental month,This is the 11th rental month.  We cannot pay for this until you indicate that the patient has been given the option of changing the rental to a purchase.,,active,1997-01-01T00:00:00Z
M37,Not covered when the patient is under age 35,Not covered when the patient is under age 35.,,active,1997-01-01T00:00:00Z
M38,Alert: The patient is liable for the charges for this service as they were infor,Alert: The patient is liable for the charges for this service as they were informed in writing before the service was furnished that we would not pay for it and the patient agreed to be responsible for the charges.,,active,1997-01-01T00:00:00Z
M39,Alert: The patient is not liable for payment of this service as the advance noti,Alert: The patient is not liable for payment of this service as the advance notice of non-coverage you provided the patient did not comply with program requirements.,,active,1997-01-01T00:00:00Z
M4,Alert: This is the last monthly installment payment for this durable medical equipment,Alert: This is the last monthly installment payment for this durable medical equipment.,,active,1997-01-01T00:00:00Z
M40,Claim must be assigned and must be filed by the practitioner's employer,Claim must be assigned and must be filed by the practitioner's employer.,,active,1997-01-01T00:00:00Z
M41,We do not pay for this as the patient has no legal obligation to pay for this,We do not pay for this as the patient has no legal obligation to pay for this.,,active,1997-01-01T00:00:00Z
M42,The medical necessity form must be personally signed by the attending physician,The medical necessity form must be personally signed by the attending physician.,,active,1997-01-01T00:00:00Z
M43,Payment for this service previously issued to you or another provider by another carrier/intermediary,Payment for this service previously issued to you or another provider by another carrier/intermediary.,,active,1997-01-01T00:00:00Z
M44,Missing/incomplete/invalid condition code,Missing/incomplete/invalid condition code.,,active,1997-01-01T00:00:00Z
M45,Missing/incomplete/invalid occurrence code(s),Missing/incomplete/invalid occurrence code(s).,,active,1997-01-01T00:00:00Z
M46,Missing/incomplete/invalid occurrence span code(s),Missing/incomplete/invalid occurrence span code(s).,,active,1997-01-01T00:00:00Z
M47,Missing/incomplete/invalid Payer Claim Control Number,"Missing/incomplete/invalid Payer Claim Control Number. Other terms exist for this element including, but not limited to, Internal Control Number (ICN), Claim Control Number (CCN), Document Control Number (DCN).",,active,1997-01-01T00:00:00Z
M48,Payment for services furnished to hospital inpatients (other than professional s,Payment for services furnished to hospital inpatients (other than professional services of physicians) can only be made to the hospital.  You must request payment from the hospital rather than the patient for this service.,,active,1997-01-01T00:00:00Z
M49,Missing/incomplete/invalid value code(s) or amount(s),Missing/incomplete/invalid value code(s) or amount(s).,,active,1997-01-01T00:00:00Z
M5,Monthly rental payments can continue until the earlier of the 15th month from th,"Monthly rental payments can continue until the earlier of the 15th month from the first rental month, or the month when the equipment is no longer needed.",,active,1997-01-01T00:00:00Z
M50,Missing/incomplete/invalid revenue code(s),Missing/incomplete/invalid revenue code(s).,,active,1997-01-01T00:00:00Z
M51,Missing/incomplete/invalid procedure code(s),Missing/incomplete/invalid procedure code(s).,,active,1997-01-01T00:00:00Z
M52,Missing/incomplete/invalid 'from' date(s) of service,Missing/incomplete/invalid 'from' date(s) of service.,,active,1997-01-01T00:00:00Z
M53,Missing/incomplete/invalid days or units of service,Missing/incomplete/invalid days or units of service.,,active,1997-01-01T00:00:00Z
M54,Missing/incomplete/invalid total charges,Missing/incomplete/invalid total charges.,,active,1997-01-01T00:00:00Z
M55,We do not pay for self-administered anti-emetic drugs that are not administered with a covered oral anti-cancer drug,We do not pay for self-administered anti-emetic drugs that are not administered with a covered oral anti-cancer drug.,,active,1997-01-01T00:00:00Z
M56,Missing/incomplete/invalid payer identifier,Missing/incomplete/invalid payer identifier.,,active,1997-01-01T00:00:00Z
M57,Missing/incomplete/invalid provider identifier,Missing/incomplete/invalid provider identifier.,,deprecated,1997-01-01T00:00:00Z
M58,Missing/incomplete/invalid claim information,Missing/incomplete/invalid claim information.  Resubmit claim after corrections.,,deprecated,1997-01-01T00:00:00Z
M59,Missing/incomplete/invalid 'to' date(s) of service,Missing/incomplete/invalid 'to' date(s) of service.,,active,1997-01-01T00:00:00Z
M6,Alert: You must furnish and service this item for any period of medical need for,Alert: You must furnish and service this item for any period of medical need for the remainder of the reasonable useful lifetime of the equipment.,,active,1997-01-01T00:00:00Z
M60,Missing Certificate of Medical Necessity,Missing Certificate of Medical Necessity.,,active,1997-01-01T00:00:00Z
M61,We cannot pay for this as the approval period for the FDA clinical trial has expired,We cannot pay for this as the approval period for the FDA clinical trial has expired.,,active,1997-01-01T00:00:00Z
M62,Missing/incomplete/invalid treatment authorization code,Missing/incomplete/invalid treatment authorization code.,,active,1997-01-01T00:00:00Z
M63,We do not pay for more than one of these on the same day,We do not pay for more than one of these on the same day.,,active,1997-01-01T00:00:00Z
M64,Missing/incomplete/invalid other diagnosis,Missing/incomplete/invalid other diagnosis.,,active,1997-01-01T00:00:00Z
M65,One interpreting physician charge can be submitted per claim when a purchased diagnostic test is indicated,One interpreting physician charge can be submitted per claim when a purchased diagnostic test is indicated. Please submit a separate claim for each interpreting physician.,,active,1997-01-01T00:00:00Z
M66,Our records indicate that you billed diagnostic tests subject to price limitatio,Our records indicate that you billed diagnostic tests subject to price limitations and the procedure code submitted includes a professional component. Only the technical component is subject to price limitations.  Please submit the technical and professional components of this service as separate line items.,,active,1997-01-01T00:00:00Z
M67,Missing/incomplete/invalid other procedure code(s),Missing/incomplete/invalid other procedure code(s).,,active,1997-01-01T00:00:00Z
M68,"Missing/incomplete/invalid attending, ordering, rendering, supervising or referring physician identification","Missing/incomplete/invalid attending, ordering, rendering, supervising or referring physician identification.",,deprecated,1997-01-01T00:00:00Z
M69,Paid at the regular rate as you did not submit documentation to justify the modified procedure code,Paid at the regular rate as you did not submit documentation to justify the modified procedure code.,,active,1997-01-01T00:00:00Z
M7,"No rental payments after the item is purchased, returned or after the total of i","No rental payments after the item is purchased, returned or after the total of issued rental payments equals the purchase price.",,active,1997-01-01T00:00:00Z
M70,Alert: The NDC code submitted for this service was translated to a HCPCS code fo,"Alert: The NDC code submitted for this service was translated to a HCPCS code for processing, but please continue to submit the NDC on future claims for this item.",,active,1997-01-01T00:00:00Z
M71,Total payment reduced due to overlap of tests billed,Total payment reduced due to overlap of tests billed.,,active,1997-01-01T00:00:00Z
M72,Did not enter full 8-digit date (MM/DD/CCYY),Did not enter full 8-digit date (MM/DD/CCYY).,,active,1997-01-01T00:00:00Z
M73,The HPSA/Physician Scarcity bonus can only be paid on the professional component of this service,The HPSA/Physician Scarcity bonus can only be paid on the professional component of this service. Rebill as separate professional and technical components.,,active,1997-01-01T00:00:00Z
M74,This service does not qualify for a HPSA/Physician Scarcity bonus payment,This service does not qualify for a HPSA/Physician Scarcity bonus payment.,,active,1997-01-01T00:00:00Z
M75,Multiple automated multichannel tests performed on the same day combined for payment,Multiple automated multichannel tests performed on the same day combined for payment.,,active,1997-01-01T00:00:00Z
M76,Missing/incomplete/invalid diagnosis or condition,Missing/incomplete/invalid diagnosis or condition.,,active,1997-01-01T00:00:00Z
M77,Missing/incomplete/invalid/inappropriate place of service,Missing/incomplete/invalid/inappropriate place of service.,,active,1997-01-01T00:00:00Z
M78,Missing/incomplete/invalid HCPCS modifier,Missing/incomplete/invalid HCPCS modifier.,,deprecated,1997-01-01T00:00:00Z
M79,Missing/incomplete/invalid charge,Missing/incomplete/invalid charge.,,active,1997-01-01T00:00:00Z
M8,We do not accept blood gas tests results when the test was conducted by a medica,We do not accept blood gas tests results when the test was conducted by a medical supplier or taken while the patient is on oxygen.,,active,1997-01-01T00:00:00Z
M80,Not covered when performed during the same session/date as a previously processed service for the patient,Not covered when performed during the same session/date as a previously processed service for the patient.,,active,1997-01-01T00:00:00Z
M81,You are required to code to the highest level of specificity,You are required to code to the highest level of specificity.,,active,1997-01-01T00:00:00Z
M82,Service is not covered when patient is under age 50,Service is not covered when patient is under age 50.,,active,1997-01-01T00:00:00Z
M83,Service is not covered unless the patient is classified as at high risk,Service is not covered unless the patient is classified as at high risk.,,active,1997-01-01T00:00:00Z
M84,Medical code sets used must be the codes in effect at the time of service,Medical code sets used must be the codes in effect at the time of service.,,active,1997-01-01T00:00:00Z
M85,Subjected to review of physician evaluation and management services,Subjected to review of physician evaluation and management services.,,active,1997-01-01T00:00:00Z
M86,Service denied because payment already made for same/similar procedure within set time frame,Service denied because payment already made for same/similar procedure within set time frame.,,active,1997-01-01T00:00:00Z
M87,Claim/service(s) subjected to CFO-CAP prepayment review,Claim/service(s) subjected to CFO-CAP prepayment review.,,active,1997-01-01T00:00:00Z
M88,We cannot pay for laboratory tests unless billed by the laboratory that did the work,We cannot pay for laboratory tests unless billed by the laboratory that did the work.,,active,1997-01-01T00:00:00Z
M89,Not covered more than once under age 40,Not covered more than once under age 40.,,active,1997-01-01T00:00:00Z
M9,Alert: This is the tenth rental month,Alert: This is the tenth rental month. You must offer the patient the choice of changing the rental to a purchase agreement.,,active,1997-01-01T00:00:00Z
M90,Not covered more than once in a 12 month period,Not covered more than once in a 12 month period.,,active,1997-01-01T00:00:00Z
M91,Lab procedures with different CLIA certification numbers must be billed on separate claims,Lab procedures with different CLIA certification numbers must be billed on separate claims.,,active,1997-01-01T00:00:00Z
M92,Services subjected to review under the Home Health Medical Review Initiative,Services subjected to review under the Home Health Medical Review Initiative.,,deprecated,1997-01-01T00:00:00Z
M93,Information supplied supports a break in therapy,Information supplied supports a break in therapy.  A new capped rental period began with delivery of this equipment.,,active,1997-01-01T00:00:00Z
M94,Information supplied does not support a break in therapy,Information supplied does not support a break in therapy.  A new capped rental period will not begin.,,active,1997-01-01T00:00:00Z
M95,Services subjected to Home Health Initiative medical review/cost report audit,Services subjected to Home Health Initiative medical review/cost report audit.,,active,1997-01-01T00:00:00Z
M96,The technical component of a service furnished to an inpatient may only be billed by that inpatient facility,"The technical component of a service furnished to an inpatient may only be billed by that inpatient facility. You must contact the inpatient facility for technical component reimbursement.  If not already billed, you should bill us for the professional component only.",,active,1997-01-01T00:00:00Z
M97,Not paid to practitioner when provided to patient in this place of service,Not paid to practitioner when provided to patient in this place of service.  Payment included in the reimbursement issued the facility.,,active,1997-01-01T00:00:00Z
M98,Begin to report the Universal Product Number on claims for items of this type,Begin to report the Universal Product Number on claims for items of this type. We will soon begin to deny payment for items of this type if billed without the correct UPN.,,active,1997-01-01T00:00:00Z
M99,Missing/incomplete/invalid Universal Product Number/Serial Number,Missing/incomplete/invalid Universal Product Number/Serial Number.,,active,1997-01-01T00:00:00Z
MA01,"Alert: If you do not agree with what we approved for these services, you may appeal our decision","Alert: If you do not agree with what we approved for these services, you may appeal our decision.  To make sure that we are fair to you, we require another individual that did not process your initial claim to conduct the appeal.  However, in order to be eligible for an appeal, you must write to us within 120 days of the date you received this notice, unless you have a good reason for being late.",,active,1997-01-01T00:00:00Z
MA02,"Alert: If you do not agree with this determination, you have the right to appeal","Alert: If you do not agree with this determination, you have the right to appeal. You must file a written request for an appeal within 180 days of the date you receive this notice.",,active,1997-01-01T00:00:00Z
MA03,If you do not agree with the approved amounts and $100 or more is in dispute (le,"If you do not agree with the approved amounts and $100 or more is in dispute (less deductible and coinsurance), you may ask for a hearing within six months of the date of this notice. To meet the $100, you may combine amounts on other claims that have been denied, including reopened appeals if you received a revised decision. You must appeal each claim on time.",,deprecated,1997-01-01T00:00:00Z
MA04,Secondary payment cannot be considered without the identity of or payment information from the primary payer,Secondary payment cannot be considered without the identity of or payment information from the primary payer.  The information was either not reported or was illegible.,,active,1997-01-01T00:00:00Z
MA05,Incorrect admission date patient status or type of bill entry on claim,Incorrect admission date patient status or type of bill entry on claim.,,active,1997-01-01T00:00:00Z
MA06,Missing/incomplete/invalid beginning and/or ending date(s),Missing/incomplete/invalid beginning and/or ending date(s).,,active,1997-01-01T00:00:00Z
MA07,Alert: The claim information has also been forwarded to Medicaid for review,Alert: The claim information has also been forwarded to Medicaid for review.,,active,1997-01-01T00:00:00Z
MA08,Alert: Claim information was not forwarded because the supplemental coverage is,"Alert: Claim information was not forwarded because the supplemental coverage is not with a Medigap plan, or you do not participate in Medicare.",,active,1997-01-01T00:00:00Z
MA09,Alert: Claim submitted as unassigned but processed as assigned in accordance wit,Alert: Claim submitted as unassigned but processed as assigned in accordance with our current assignment/participation agreement.,,active,1997-01-01T00:00:00Z
MA10,Alert: The patient's payment was in excess of the amount owed,Alert: The patient's payment was in excess of the amount owed.  You must refund the overpayment to the patient.,,active,1997-01-01T00:00:00Z
MA100,Missing/incomplete/invalid date of current illness or symptoms,Missing/incomplete/invalid date of current illness or symptoms.,,active,1997-01-01T00:00:00Z
MA101,A Skilled Nursing Facility (SNF) is responsible for payment of outside providers,A Skilled Nursing Facility (SNF) is responsible for payment of outside providers who furnish these services/supplies to residents.,,deprecated,1997-01-01T00:00:00Z
MA102,Missing/incomplete/invalid name or provider identifier for the rendering/referring/ ordering/ supervising provider,Missing/incomplete/invalid name or provider identifier for the rendering/referring/ ordering/ supervising provider.,,active,1997-01-01T00:00:00Z
MA103,Hemophilia Add On,Hemophilia Add On.,,active,1997-01-01T00:00:00Z
MA104,Missing/incomplete/invalid date the patient was last seen or the provider identifier of the attending physician,Missing/incomplete/invalid date the patient was last seen or the provider identifier of the attending physician.,,active,1997-01-01T00:00:00Z
MA105,Missing/incomplete/invalid provider number for this place of service,Missing/incomplete/invalid provider number for this place of service.,,deprecated,1997-01-01T00:00:00Z
MA106,PIP (Periodic Interim Payment) claim,PIP (Periodic Interim Payment) claim.,,active,1997-01-01T00:00:00Z
MA107,Paper claim contains more than three separate data items in field 19,Paper claim contains more than three separate data items in field 19.,,active,1997-01-01T00:00:00Z
MA108,Paper claim contains more than one data item in field 23,Paper claim contains more than one data item in field 23.,,active,1997-01-01T00:00:00Z
MA109,Claim processed in accordance with ambulatory surgical guidelines,Claim processed in accordance with ambulatory surgical guidelines.,,active,1997-01-01T00:00:00Z
MA11,Payment is being issued on a conditional basis,"Payment is being issued on a conditional basis.  If no-fault insurance, liability insurance, Workers' Compensation, Department of Veterans Affairs, or a group health plan for employees and dependents also covers this claim, a refund may be due us.  Please contact us if the patient is covered by any of these sources.",,active,1997-01-01T00:00:00Z
MA110,Missing/incomplete/invalid information on whether the diagnostic test(s) were pe,Missing/incomplete/invalid information on whether the diagnostic test(s) were performed by an outside entity or if no purchased tests are included on the claim.,,active,1997-01-01T00:00:00Z
MA111,Missing/incomplete/invalid purchase price of the test(s) and/or the performing laboratory's name and address,Missing/incomplete/invalid purchase price of the test(s) and/or the performing laboratory's name and address.,,active,1997-01-01T00:00:00Z
MA112,Missing/incomplete/invalid group practice information,Missing/incomplete/invalid group practice information.,,active,1997-01-01T00:00:00Z
MA113,Incomplete/invalid taxpayer identification number (TIN) submitted by you per the Internal Revenue Service,"Incomplete/invalid taxpayer identification number (TIN) submitted by you per the Internal Revenue Service. Your claims cannot be processed without your correct TIN, and you may not bill the patient pending correction of your TIN.  There are no appeal rights for unprocessable claims, but you may resubmit this claim after you have notified this office of your correct TIN.",,active,1997-01-01T00:00:00Z
MA114,Missing/incomplete/invalid information on where the services were furnished,Missing/incomplete/invalid information on where the services were furnished.,,active,1997-01-01T00:00:00Z
MA115,"Missing/incomplete/invalid physical location (name and address, or PIN) where th","Missing/incomplete/invalid physical location (name and address, or PIN) where the service(s) were rendered in a Health Professional Shortage Area (HPSA).",,active,1997-01-01T00:00:00Z
MA116,Did not complete the statement 'Homebound' on the claim to validate whether labo,Did not complete the statement 'Homebound' on the claim to validate whether laboratory services were performed at home or in an institution.,,active,2026-04-18T22:49:45Z
MA117,This claim has been assessed a $1,This claim has been assessed a $1.00 user fee.,,active,1997-01-01T00:00:00Z
MA118,Alert: No Medicare payment issued for this claim for services or supplies furnis,Alert: No Medicare payment issued for this claim for services or supplies furnished to a Medicare-eligible veteran through a facility of the Department of Veterans Affairs. Coinsurance and/or deductible are applicable.,,active,1997-01-01T00:00:00Z
